Driver,Team,LapNumber,StintNumber,Compound,LapTime,LapTimeSeconds,TrackStatus,IsAccurate,PitInLap,Sector1Time,Sector2Time,Sector3Time
SAI,Williams,21.0,5.0,MEDIUM,0 days 00:01:21.811000,81.811,1,True,,0 days 00:00:24.256000,0 days 00:00:32.978000,0 days 00:00:24.577000
SAI,Williams,22.0,5.0,MEDIUM,0 days 00:01:22.003000,82.003,1,True,,0 days 00:00:24.193000,0 days 00:00:33.069000,0 days 00:00:24.741000
SAI,Williams,23.0,5.0,MEDIUM,0 days 00:01:28.208000,88.208,1,False,,0 days 00:00:24.136000,0 days 00:00:33.628000,0 days 00:00:30.444000
SAI,Williams,24.0,6.0,HARD,0 days 00:01:43.628000,103.628,1,False,,0 days 00:00:46.040000,0 days 00:00:32.948000,0 days 00:00:24.640000
SAI,Williams,25.0,6.0,HARD,0 days 00:01:43.608000,103.608,1,True,,0 days 00:00:23.995000,0 days 00:00:45.611000,0 days 00:00:34.002000
SAI,Williams,26.0,6.0,HARD,0 days 00:02:01.771000,121.771,1,False,,0 days 00:00:57.801000,0 days 00:00:34.123000,0 days 00:00:29.847000
RUS,Mercedes,1.0,1.0,HARD,,,1,False,,,0 days 00:00:42.650000,0 days 00:00:28.494000
RUS,Mercedes,2.0,1.0,HARD,0 days 00:01:17.019000,77.019,1,True,,0 days 00:00:22.879000,0 days 00:00:31.134000,0 days 00:00:23.006000
RUS,Mercedes,3.0,1.0,HARD,0 days 00:02:22.078000,142.078,1,True,,0 days 00:00:41.031000,0 days 00:01:02.374000,0 days 00:00:38.673000
RUS,Mercedes,4.0,1.0,HARD,0 days 00:01:16.169000,76.169,1,True,,0 days 00:00:22.438000,0 days 00:00:30.599000,0 days 00:00:23.132000
RUS,Mercedes,5.0,1.0,HARD,,,1,False,,0 days 00:00:46.558000,0 days 00:01:03.337000,0 days 00:00:44.298000
RUS,Mercedes,6.0,2.0,HARD,,,1,False,,0 days 00:01:06.281000,0 days 00:00:59.294000,0 days 00:00:35.237000
RUS,Mercedes,7.0,2.0,HARD,0 days 00:01:15.876000,75.876,1,True,,0 days 00:00:22.492000,0 days 00:00:30.429000,0 days 00:00:22.955000
RUS,Mercedes,8.0,2.0,HARD,0 days 00:01:46.862000,106.862,1,False,,0 days 00:00:30.240000,0 days 00:00:42.951000,0 days 00:00:33.671000
RUS,Mercedes,9.0,3.0,MEDIUM,,,1,False,,,0 days 00:00:42.436000,0 days 00:00:32.300000
RUS,Mercedes,10.0,3.0,MEDIUM,0 days 00:02:01.829000,121.829,1,True,,0 days 00:00:27.683000,0 days 00:01:04.113000,0 days 00:00:30.033000
RUS,Mercedes,11.0,3.0,MEDIUM,0 days 00:01:14.751000,74.751,1,True,,0 days 00:00:22.265000,0 days 00:00:29.796000,0 days 00:00:22.690000
RUS,Mercedes,12.0,3.0,MEDIUM,0 days 00:01:48.107000,108.107,1,False,,0 days 00:00:28.594000,0 days 00:00:41.526000,0 days 00:00:37.987000
RUS,Mercedes,13.0,4.0,MEDIUM,,,1,False,,,0 days 00:00:34.712000,0 days 00:00:27.011000
RUS,Mercedes,14.0,4.0,MEDIUM,0 days 00:01:20.326000,80.326,1,True,,0 days 00:00:23.973000,0 days 00:00:32.267000,0 days 00:00:24.086000
RUS,Mercedes,15.0,4.0,MEDIUM,0 days 00:01:20.053000,80.053,1,True,,0 days 00:00:23.843000,0 days 00:00:32.152000,0 days 00:00:24.058000
RUS,Mercedes,16.0,4.0,MEDIUM,0 days 00:01:20.721000,80.721,1,True,,0 days 00:00:23.940000,0 days 00:00:32.434000,0 days 00:00:24.347000
RUS,Mercedes,17.0,4.0,MEDIUM,0 days 00:01:21.113000,81.113,1,True,,0 days 00:00:24.202000,0 days 00:00:32.536000,0 days 00:00:24.375000
RUS,Mercedes,18.0,4.0,MEDIUM,0 days 00:01:21.440000,81.44,1,True,,0 days 00:00:24.173000,0 days 00:00:32.789000,0 days 00:00:24.478000
RUS,Mercedes,19.0,4.0,MEDIUM,0 days 00:01:21.069000,81.069,1,True,,0 days 00:00:24.172000,0 days 00:00:32.481000,0 days 00:00:24.416000
RUS,Mercedes,20.0,4.0,MEDIUM,0 days 00:01:20.803000,80.803,1,True,,0 days 00:00:23.911000,0 days 00:00:32.546000,0 days 00:00:24.346000
RUS,Mercedes,21.0,4.0,MEDIUM,0 days 00:01:21.050000,81.05,1,True,,0 days 00:00:24.009000,0 days 00:00:32.640000,0 days 00:00:24.401000
RUS,Mercedes,22.0,4.0,MEDIUM,0 days 00:01:20.923000,80.923,1,True,,0 days 00:00:23.887000,0 days 00:00:32.529000,0 days 00:00:24.507000
RUS,Mercedes,23.0,4.0,MEDIUM,0 days 00:01:20.666000,80.666,1,True,,0 days 00:00:23.811000,0 days 00:00:32.552000,0 days 00:00:24.303000
RUS,Mercedes,24.0,4.0,MEDIUM,0 days 00:01:20.879000,80.879,1,True,,0 days 00:00:23.898000,0 days 00:00:32.440000,0 days 00:00:24.541000
RUS,Mercedes,25.0,4.0,MEDIUM,0 days 00:01:21.409000,81.409,12,True,,0 days 00:00:23.880000,0 days 00:00:32.766000,0 days 00:00:24.763000
RUS,Mercedes,26.0,4.0,MEDIUM,0 days 00:01:22.085000,82.085,1,True,,0 days 00:00:23.847000,0 days 00:00:33.354000,0 days 00:00:24.884000
RUS,Mercedes,27.0,4.0,MEDIUM,0 days 00:01:21.818000,81.818,1,True,,0 days 00:00:23.954000,0 days 00:00:32.982000,0 days 00:00:24.882000
RUS,Mercedes,28.0,4.0,MEDIUM,0 days 00:01:22.188000,82.188,1,True,,0 days 00:00:24.155000,0 days 00:00:33.234000,0 days 00:00:24.799000
RUS,Mercedes,29.0,4.0,MEDIUM,0 days 00:01:23.262000,83.262,1,True,,0 days 00:00:24.820000,0 days 00:00:33.472000,0 days 00:00:24.970000
RUS,Mercedes,30.0,4.0,MEDIUM,0 days 00:01:27.020000,87.02,1,True,,0 days 00:00:24.135000,0 days 00:00:33.385000,0 days 00:00:29.500000
RUS,Mercedes,31.0,4.0,MEDIUM,0 days 00:02:00.210000,120.21,1,True,,0 days 00:00:31.273000,0 days 00:00:46.369000,0 days 00:00:42.568000
RUS,Mercedes,32.0,4.0,MEDIUM,,,1,False,,0 days 00:00:54.593000,0 days 00:00:36.641000,
PIA,McLaren,1.0,1.0,HARD,,,1,False,,,0 days 00:00:37.986000,0 days 00:00:26.073000
PIA,McLaren,2.0,1.0,HARD,0 days 00:01:16.104000,76.104,1,True,,0 days 00:00:22.543000,0 days 00:00:30.567000,0 days 00:00:22.994000
PIA,McLaren,3.0,1.0,HARD,0 days 00:02:16.677000,136.677,1,True,,0 days 00:00:36.052000,0 days 00:01:02.519000,0 days 00:00:38.106000
PIA,McLaren,4.0,1.0,HARD,0 days 00:01:16.145000,76.145,1,True,,0 days 00:00:22.546000,0 days 00:00:30.502000,0 days 00:00:23.097000
PIA,McLaren,5.0,1.0,HARD,0 days 00:02:07.213000,127.213,1,True,,0 days 00:00:40.906000,0 days 00:00:53.677000,0 days 00:00:32.630000
PIA,McLaren,6.0,1.0,HARD,0 days 00:01:15.812000,75.812,1,True,,0 days 00:00:22.389000,0 days 00:00:30.287000,0 days 00:00:23.136000
PIA,McLaren,7.0,1.0,HARD,0 days 00:01:24.226000,84.226,1,False,,0 days 00:00:22.960000,0 days 00:00:31.008000,0 days 00:00:30.258000
PIA,McLaren,8.0,2.0,HARD,,,1,False,,,0 days 00:00:41.915000,0 days 00:00:26.432000
PIA,McLaren,9.0,2.0,HARD,0 days 00:01:15.821000,75.821,1,True,,0 days 00:00:22.366000,0 days 00:00:30.511000,0 days 00:00:22.944000
PIA,McLaren,10.0,2.0,HARD,0 days 00:01:23.555000,83.555,1,False,,0 days 00:00:23.515000,0 days 00:00:31.092000,0 days 00:00:28.948000
PIA,McLaren,11.0,3.0,SOFT,,,1,False,,,0 days 00:00:42.253000,0 days 00:00:33.355000
PIA,McLaren,12.0,3.0,SOFT,0 days 00:01:14.294000,74.294,1,True,,0 days 00:00:21.983000,0 days 00:00:29.814000,0 days 00:00:22.497000
PIA,McLaren,13.0,3.0,SOFT,0 days 00:01:53.950000,113.95,1,False,,0 days 00:00:35.324000,0 days 00:00:43.262000,0 days 00:00:35.364000
PIA,McLaren,14.0,4.0,SOFT,,,1,False,,0 days 00:01:12.440000,0 days 00:00:47.873000,0 days 00:00:38.713000
PIA,McLaren,15.0,4.0,SOFT,0 days 00:01:14.663000,74.663,1,True,,0 days 00:00:22.120000,0 days 00:00:29.884000,0 days 00:00:22.659000
PIA,McLaren,16.0,4.0,SOFT,0 days 00:01:35.445000,95.445,1,False,,0 days 00:00:25.986000,0 days 00:00:37.995000,0 days 00:00:31.464000
PIA,McLaren,17.0,5.0,SOFT,,,1,False,,,0 days 00:00:32.914000,0 days 00:00:24.392000
PIA,McLaren,18.0,5.0,SOFT,0 days 00:01:20.735000,80.735,1,True,,0 days 00:00:23.892000,0 days 00:00:32.615000,0 days 00:00:24.228000
PIA,McLaren,19.0,5.0,SOFT,0 days 00:01:20.471000,80.471,1,True,,0 days 00:00:24.032000,0 days 00:00:32.375000,0 days 00:00:24.064000
PIA,McLaren,20.0,5.0,SOFT,0 days 00:01:20.332000,80.332,1,True,,0 days 00:00:23.887000,0 days 00:00:32.212000,0 days 00:00:24.233000
PIA,McLaren,21.0,5.0,SOFT,0 days 00:01:21.957000,81.957,12,True,,0 days 00:00:23.923000,0 days 00:00:33.770000,0 days 00:00:24.264000
PIA,McLaren,22.0,5.0,SOFT,0 days 00:01:20.659000,80.659,1,True,,0 days 00:00:23.854000,0 days 00:00:32.378000,0 days 00:00:24.427000
PIA,McLaren,23.0,5.0,SOFT,0 days 00:01:20.706000,80.706,1,True,,0 days 00:00:23.936000,0 days 00:00:32.340000,0 days 00:00:24.430000
PIA,McLaren,24.0,5.0,SOFT,0 days 00:01:21.430000,81.43,1,True,,0 days 00:00:23.926000,0 days 00:00:32.923000,0 days 00:00:24.581000
PIA,McLaren,25.0,5.0,SOFT,0 days 00:01:23.592000,83.592,1,False,,0 days 00:00:23.597000,0 days 00:00:32.232000,0 days 00:00:27.763000
PIA,McLaren,26.0,6.0,HARD,0 days 00:01:56.632000,116.632,1,False,,0 days 00:01:00.827000,0 days 00:00:31.976000,0 days 00:00:23.829000
PIA,McLaren,27.0,6.0,HARD,0 days 00:02:06.685000,126.685,1,True,,0 days 00:00:29.895000,0 days 00:00:47.626000,0 days 00:00:49.164000
PIA,McLaren,28.0,6.0,HARD,0 days 00:02:03.140000,123.14,1,False,,0 days 00:00:55.836000,0 days 00:00:35.260000,0 days 00:00:32.044000
BEA,Haas,1.0,1.0,HARD,,,1,False,,,0 days 00:00:39.231000,0 days 00:00:32.369000
BEA,Haas,2.0,1.0,HARD,0 days 00:01:18.555000,78.555,1,True,,0 days 00:00:23.586000,0 days 00:00:31.364000,0 days 00:00:23.605000
BEA,Haas,3.0,1.0,HARD,0 days 00:02:21.011000,141.011,1,True,,0 days 00:00:48.277000,0 days 00:01:01.502000,0 days 00:00:31.232000
BEA,Haas,4.0,1.0,HARD,0 days 00:01:17.098000,77.098,1,True,,0 days 00:00:22.850000,0 days 00:00:30.841000,0 days 00:00:23.407000
BEA,Haas,5.0,1.0,HARD,0 days 00:02:15.793000,135.793,1,False,,0 days 00:00:42.726000,0 days 00:00:53.454000,0 days 00:00:39.613000
BEA,Haas,6.0,2.0,HARD,,,1,False,,0 days 00:01:07.438000,0 days 00:00:44.919000,0 days 00:00:39.082000
BEA,Haas,7.0,2.0,HARD,0 days 00:01:16.827000,76.827,1,True,,0 days 00:00:22.834000,0 days 00:00:30.796000,0 days 00:00:23.197000
BEA,Haas,8.0,2.0,HARD,0 days 00:02:18.673000,138.673,1,True,,0 days 00:00:43.422000,0 days 00:00:53.429000,0 days 00:00:41.822000
BEA,Haas,9.0,2.0,HARD,0 days 00:02:02.337000,122.337,1,True,,0 days 00:00:41.705000,0 days 00:00:51.020000,0 days 00:00:29.612000
BEA,Haas,10.0,2.0,HARD,0 days 00:01:16.823000,76.823,1,True,,0 days 00:00:22.771000,0 days 00:00:30.865000,0 days 00:00:23.187000
BEA,Haas,11.0,2.0,HARD,0 days 00:01:28.576000,88.576,1,False,,0 days 00:00:26.108000,0 days 00:00:33.751000,0 days 00:00:28.717000
BEA,Haas,12.0,3.0,SOFT,,,1,False,,,0 days 00:00:41.482000,0 days 00:00:28.499000
BEA,Haas,13.0,3.0,SOFT,0 days 00:01:14.597000,74.597,1,True,,0 days 00:00:22.206000,0 days 00:00:29.774000,0 days 00:00:22.617000
BEA,Haas,14.0,3.0,SOFT,0 days 00:02:28.666000,148.666,1,False,,0 days 00:00:42.035000,0 days 00:01:00.945000,0 days 00:00:45.686000
BEA,Haas,15.0,4.0,HARD,,,1,False,,,0 days 00:00:35.043000,0 days 00:00:24.689000
BEA,Haas,16.0,4.0,HARD,0 days 00:01:21.204000,81.204,1,True,,0 days 00:00:23.936000,0 days 00:00:32.697000,0 days 00:00:24.571000
BEA,Haas,17.0,4.0,HARD,0 days 00:01:21.370000,81.37,1,True,,0 days 00:00:24.030000,0 days 00:00:32.626000,0 days 00:00:24.714000
BEA,Haas,18.0,4.0,HARD,0 days 00:01:21.845000,81.845,1,True,,0 days 00:00:24.084000,0 days 00:00:32.960000,0 days 00:00:24.801000
BEA,Haas,19.0,4.0,HARD,0 days 00:01:22.112000,82.112,12,True,,0 days 00:00:24.232000,0 days 00:00:32.937000,0 days 00:00:24.943000
BEA,Haas,20.0,4.0,HARD,0 days 00:01:22.147000,82.147,1,True,,0 days 00:00:24.132000,0 days 00:00:32.992000,0 days 00:00:25.023000
BEA,Haas,21.0,4.0,HARD,0 days 00:01:22.771000,82.771,1,True,,0 days 00:00:24.231000,0 days 00:00:33.453000,0 days 00:00:25.087000
BEA,Haas,22.0,4.0,HARD,0 days 00:01:22.305000,82.305,1,True,,0 days 00:00:24.245000,0 days 00:00:33.252000,0 days 00:00:24.808000
BEA,Haas,23.0,4.0,HARD,0 days 00:01:24.031000,84.031,1,True,,0 days 00:00:24.884000,0 days 00:00:33.932000,0 days 00:00:25.215000
BEA,Haas,24.0,4.0,HARD,0 days 00:01:22.068000,82.068,1,True,,0 days 00:00:24.196000,0 days 00:00:33.164000,0 days 00:00:24.708000
BEA,Haas,25.0,4.0,HARD,0 days 00:02:02.268000,122.268,1,True,,0 days 00:00:29.717000,0 days 00:00:51.914000,0 days 00:00:40.637000
BEA,Haas,26.0,4.0,HARD,0 days 00:01:53.056000,113.056,1,False,,0 days 00:00:49.687000,0 days 00:00:32.801000,0 days 00:00:30.568000
